"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
8,0.102414131164551,"pyfixest.fepois",2,"difficult",10,10000
8,0.0221548080444336,"GLFixedEffectModels Poisson",2,"difficult",10,10000
8,0.115602254867554,"alpaca Poisson",2,"difficult",10,10000
8,0.0509006977081299,"fixest::fepois",2,"difficult",10,10000
8,0.22799825668335,"pyfixest.fepois",3,"difficult",10,10000
8,0.0492620468139648,"GLFixedEffectModels Poisson",3,"difficult",10,10000
8,1.05474400520325,"alpaca Poisson",3,"difficult",10,10000
8,0.0346095561981201,"fixest::fepois",3,"difficult",10,10000
9,0.101289987564087,"pyfixest.fepois",2,"difficult",10,10000
9,0.0210959911346436,"GLFixedEffectModels Poisson",2,"difficult",10,10000
9,0.125347375869751,"alpaca Poisson",2,"difficult",10,10000
9,0.0476260185241699,"fixest::fepois",2,"difficult",10,10000
9,0.235522747039795,"pyfixest.fepois",3,"difficult",10,10000
9,0.0489459037780762,"GLFixedEffectModels Poisson",3,"difficult",10,10000
9,0.941943645477295,"alpaca Poisson",3,"difficult",10,10000
9,0.0324904918670654,"fixest::fepois",3,"difficult",10,10000
10,0.0990447998046875,"pyfixest.fepois",2,"difficult",10,10000
10,0.020089864730835,"GLFixedEffectModels Poisson",2,"difficult",10,10000
10,0.110020637512207,"alpaca Poisson",2,"difficult",10,10000
10,0.0540850162506104,"fixest::fepois",2,"difficult",10,10000
10,0.204118967056274,"pyfixest.fepois",3,"difficult",10,10000
10,0.0405030250549316,"GLFixedEffectModels Poisson",3,"difficult",10,10000
10,0.732406139373779,"alpaca Poisson",3,"difficult",10,10000
10,0.0396420955657959,"fixest::fepois",3,"difficult",10,10000
11,0.109606981277466,"pyfixest.fepois",2,"difficult",10,10000
11,0.0222940444946289,"GLFixedEffectModels Poisson",2,"difficult",10,10000
11,0.142598390579224,"alpaca Poisson",2,"difficult",10,10000
11,0.0475492477416992,"fixest::fepois",2,"difficult",10,10000
11,0.30027437210083,"pyfixest.fepois",3,"difficult",10,10000
11,0.0615170001983643,"GLFixedEffectModels Poisson",3,"difficult",10,10000
11,1.56972932815552,"alpaca Poisson",3,"difficult",10,10000
11,0.039017915725708,"fixest::fepois",3,"difficult",10,10000
2,0.397580862045288,"pyfixest.fepois",2,"difficult",3,1e+05
2,0.372200012207031,"GLFixedEffectModels Poisson",2,"difficult",3,1e+05
2,1.20032215118408,"alpaca Poisson",2,"difficult",3,1e+05
2,0.0839407444000244,"fixest::fepois",2,"difficult",3,1e+05
2,104.613404273987,"pyfixest.fepois",3,"difficult",3,1e+05
2,3.25611805915833,"GLFixedEffectModels Poisson",3,"difficult",3,1e+05
2,308.489904880524,"alpaca Poisson",3,"difficult",3,1e+05
2,1.71604204177856,"fixest::fepois",3,"difficult",3,1e+05
3,0.351008415222168,"pyfixest.fepois",2,"difficult",3,1e+05
3,0.376009941101074,"GLFixedEffectModels Poisson",2,"difficult",3,1e+05
3,1.16181492805481,"alpaca Poisson",2,"difficult",3,1e+05
3,0.0876495838165283,"fixest::fepois",2,"difficult",3,1e+05
3,134.118492841721,"pyfixest.fepois",3,"difficult",3,1e+05
3,2.81931090354919,"GLFixedEffectModels Poisson",3,"difficult",3,1e+05
3,300.987707138062,"alpaca Poisson",3,"difficult",3,1e+05
3,1.60181331634521,"fixest::fepois",3,"difficult",3,1e+05
4,0.376529932022095,"pyfixest.fepois",2,"difficult",3,1e+05
4,0.362929105758667,"GLFixedEffectModels Poisson",2,"difficult",3,1e+05
4,1.20098185539246,"alpaca Poisson",2,"difficult",3,1e+05
4,0.0867557525634766,"fixest::fepois",2,"difficult",3,1e+05
4,90.300927400589,"pyfixest.fepois",3,"difficult",3,1e+05
4,2.46822905540466,"GLFixedEffectModels Poisson",3,"difficult",3,1e+05
4,362.43536734581,"alpaca Poisson",3,"difficult",3,1e+05
4,1.60235643386841,"fixest::fepois",3,"difficult",3,1e+05
2,1.13330507278442,"pyfixest.fepois",2,"simple",3,5e+05
2,1.55958318710327,"GLFixedEffectModels Poisson",2,"simple",3,5e+05
